                      (*)   mesure a 300k
                      (**)  isomere le plus stable
                      (***) enthalpie inconnue
87 88 h       h       h2                             5.00e-17  0.5      0.00   0 !
  -                   -
  -                   - cosmic-ray direct processes
  -                   -
jan11 h2s     c3h+    hcs+    c2h2                   7.56E-10  -.50      .00   4 !   296   296 -  ANIC 8304
jan11 c3h2+   p-c3h4  c4h2+   c2h4                   1.17E-10  -.50      .00   4 !   300   300 -  ANIC 8429
jan11 c3h2+   p-c3h4  c4h3+   c2h3                   1.56E-10  -.50      .00   4 !   300   300 -  ANIC 8429
jan11 c3h2+   a-c3h4  c4h2+   c2h4                   5.60E-11   .00      .00   4 !   300   300 -  ANIC 8429
jan11 c3h2+   a-c3h4  c4h3+   c2h3                   1.96E-10   .00      .00   4 !   300   300 -  ANIC 8429
jan11 c3h3+   c4h2    c-c3h3+ c4h2                   3.36E-10   .00      .00   4 !   373   373 -  ANIC 9399
jan11 p-c3h4+ p-c3h4  c3h5+   c3h3                   1.98E-10   .00      .00   4 !   300   300 -  ANIC 8429
jan11 o       c3h3+   c2h3+   co                     4.50E-11   .00      .00   4 !   295   295 -  ANIC 0004
jan11 o       c3h3+   c2h2+   hco                    3.75E-11   .00      .00   4 !   295   295 -  ANIC 0004
jan11 h+      h2c3    c3h+    h2                     2.00E-09  -.50      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 h+      h2c3    c3h2+   h                      2.00E-09  -.50      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 h+      c3h3    c3h2+   h2                     2.00E-09  -.50      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 h+      p-c3h4  c3h3+   h2                     2.00E-09   .00      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 h+      a-c3h4  c3h3+   h2                     2.00E-09   .00      .00   4 !     0     0 -  udfa06 -Ref ??
cha13 c-c3h   h+      h       c3h+                   1.77E-08  -.50     0.00   4 !
cha13 c-c3h   h+      h2      c3+                    0.84E-08  -.50     0.00   4 !
cha13 c-c3h   h+      c2h2    c+                     0.15E-08  -.50     0.00   4 !
cha13 c-c3h   h+      c2h2+   c                      0.12E-08  -.50     0.00   4 !
cha13 c-c3h   h+      c2h     ch+                    0.12E-08  -.50     0.00   4 !
jan11 h+      c3h3    c3h3+   h                      2.00E-09  -.50      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 h+      p-c3h4  p-c3h4+ h                      2.00E-09   .00      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 h+      a-c3h4  a-c3h4+ h                      2.00E-09   .00      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 h3+     c3      c3h+    h2                     2.00E-09   .00      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 h3+     c-c3h   c-c3h2+ h2                     2.00E-09  -.50      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 h3+     h2c3    c3h3+   h2                     2.00E-09   .00      .00   4 !     0     0 -  udfa06 -Ref ??
cha13 he+     c-c3h   he      h       c2+     c      0.68E-08  -.50     0.00   4 !
cha13 he+     c-c3h   he      h       c2      c+     0.44E-08  -.50     0.00   4 !
cha13 he+     c-c3h   he      h       c3+            0.09E-08  -.50     0.00   4 !
cha13 he+     c-c3h   he      c       c2h+           0.09E-08  -.50     0.00   4 !
cha13 he+     c-c3h   he      ch      c2+            0.08E-08  -.50     0.00   4 !
cha13 he+     c-c3h   he      c+      c2h            0.05E-08  -.50     0.00   4 !
cha13 he+     c-c3h   he      ch+     c2             0.05E-08  -.50     0.00   4 !
cha13 he+     c-c3h   he      h+      c3             0.05E-08  -.50     0.00   4 !
jan11 c+      c2h3    c3h2+   h                      1.00E-09  -.50      .00   4 !     0     0 -  udfa06 -Ref ?? (assumed linear C3H2+)
cha13 c+      c-c3h   c       c3h+                   0.49E-08  -.50     0.00   4 !
cha13 c+      c-c3h   h       c4+                    0.34E-08  -.50     0.00   4 !
cha13 c+      c-c3h   ch+     c3                     0.15E-08  -.50     0.00   4 !
cha13 c       c2h2+   h       c3h+                   2.15E-09  0.00     0.00   4 !
cha13 c       c2h2+   h2      c3+                    0.99E-09  0.00     0.00   4 !
cha13 c       c2h2+   c2h2    c+                     0.17E-09  0.00     0.00   4 !
jan11 c       c2h3+   c3h+    h2                     1.00E-09   .00      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 c       c2h3+   c3h2+   h                      1.00E-09   .00      .00   4 !     0     0 -  udfa06 -Ref ?? (assumed linear C3H2+)
jan11 c       c2h4+   c3h3+   h                      1.00E-09   .00      .00   4 !     0     0 -  udfa06 -Ref ?? (assumed linear C3H3+)
jan11 c       c2h4+   c3h2+   h2                     1.00E-09   .00      .00   4 !     0     0 -  udfa06 -Ref ?? (assumed linear C3H2+)
jan11 c       c3h2+   c4h+    h                      1.00E-09   .00      .00   4 !     0     0 -  udfa06 & osu_01_2009
jan11 c       c3h3+   c4h+    h2                     1.00E-09   .00      .00   4 !     0     0 -  udfa06 & osu_01_2009
jan11 c       c3h3+   c4h2+   h                      1.00E-09   .00      .00   4 !     0     0 -  udfa06 & osu_01_2009
jan11 c       c-c3h3+ c4h2+   h                      1.00E-09   .00      .00   4 !     0     0 -  udfa06 & osu_01_2009
jan11 ch      c2h2+   c3h2+   h                      6.40E-10  -.50      .00   4 !     0     0 -  udfa06 -Ref ?? (assumed linear C3H2+)
jan11 ch2+    c2h     c3h2+   h                      9.50E-10   .00      .00   4 !     0     0 -  udfa06 -Ref ?? (assumed linear C3H2+)
jan11 ch2     c2h+    c3h2+   h                      4.40E-10   .00      .00   4 !     0     0 -  udfa06 -Ref ?? (assumed linear C3H2+)
jan11 ch2     c2h2+   c3h3+   h                      8.80E-10   .00      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 ch3+    c2      c3h+    h2                     9.90E-10   .00      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 o       c-c3h2+ hco+    c2h                    2.00E-10   .00      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 h3o+    c3      c3h+    h2o                    2.00E-09   .00      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 h3o+    c-c3h   c-c3h2+ h2o                    2.00E-09  -.50      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 hco+    c3      c3h+    co                     2.00E-09   .00      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 hco+    p-c3h4  c3h5+   co                     1.40E-09   .00      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 hco+    a-c3h4  c3h5+   co                     1.40E-09   .00      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 h3+     c4h2    c4h3+   h2                     2.60E-09   .00      .00   4 !   300   300 -  ANIC 8645
jan11 c2h2+   c2h2    c4h3+   h                      9.10E-10   .00      .00   4 !   298   298 -  ANIC 7712
jan11 c2h2    c2h3+   c4h3+   h2                     7.20E-10   .00      .00   4 !   300   300 -  ANIC 8012
jan11 h3o+    c4h2    c4h3+   h2o                    1.10E-09   .00      .00   4 !   300   300 -  ANIC 8645
jan11 h3co+   c4h2    c4h3+   h2co                   9.30E-10   .00      .00   4 !   300   300 -  ANIC 8702
jan11 c       c3h5+   c4h3+   h2                     1.00E-09   .00      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 hco+    c4h2    c4h3+   co                     1.40E-09   .00      .00   4 !     0     0 -  udfa06 -Ref ??
jan11 c3h5+   o       hco+    c2h4                   2.00E-10   .00      .00   4 !     0     0 -  --osu2005
jan11 c2h5+   c       c-c3h3+ h2                     5.00E-10   .00      .00   4 !     0     0 -  --osu2005
jan11 ch2+    c2      c3h+    h                      1.00E-09   .00      .00   4 !     0     0 -  --osu2005
jan11 cnc+    c2h2    c3h+    hcn                    6.40E-10   .00      .00   4 !     0     0 -  --osu2005
jan11 cnc+    c2h2    hcnh+   c3                     5.60E-11   .00      .00   4 !     0     0 -  --osu2005
sep13 h2+     he      heh+    h                      3.00E-10  0.00  6717.00   4 !     0     0 -  1978BLA from integration of the  cross sections of 1969CHU
sep13 heh+    h       he      h2+                    8.16E-10  0.11    31.50   4 !     0  1000 -  2011BOV - important note: 1998STA propose another temperature dependance obtained by integrating the cross sections of 1995LIN ... exp(-T/31000)
sep13 heh+    h2      he      h3+                    1.30E-09  0.00      .00   4 !   300  3000 -  1977ORI - important note: 1998STA propose another temperature dependance obtained by integrating the cross sections of 1995LIN ... exp(-T/14800)
sep13 heh+    c       ch+     he                     1.00E-09  0.00      .00   4 !     0     0 -  Adamkovics priv. comm.: guess
sep13 heh+    n       nh+     he                     1.00E-09  0.00      .00   4 !     0     0 -  Adamkovics priv. comm.: guess
sep13 heh+    n2      n2h+    he                     1.70E-09  0.00      .00   4 !     0     0 -  ANIC 7602
sep13 heh+    nh3     nh4+    he                     1.00E-09  0.00      .00   4 !     0     0 -  Adamkovics priv. comm.: guess
sep13 heh+    c2h4    c2h3+   h2      he             2.10E-09  0.00      .00   4 !     0     0 -  ANIC 7610
sep13 heh+    c2h4    c2h4+   h       he             7.00E-10  0.00      .00   4 !     0     0 -  ANIC 7610
  -                   -
  -                   - dissociative recombination reactions
  -                   -
aou19 h2+     electr  h       h                      1.58E-08 -1.18     7.12   4 !    10  1000 -  KIDA - Epee Epee et al. (2016)
jan11 h3+     electr  h       h       h              4.36E-08  -.52      .00   4 !    10  1000 -  udfa06 Ref MC04
jan11 h3+     electr  h2      h                      2.34E-08  -.52      .00   4 !    10  1000 -  udfa06 Ref MC04
jan11 ch+     electr  c       h                      1.50E-07  -.42      .00   4 !    10   300 -  2006FLO Ref 311
jan11 ch2+    electr  ch      h                      1.60E-07  -.60      .00   4 !    10  1000 -  udfa06 Ref LL98
jan11 ch2+    electr  c       h       h              4.03E-07  -.60      .00   4 !   100  1000 -  udfa06 Ref LL98
jan11 ch2+    electr  c       h2                     7.68E-08  -.60      .00   4 !    10  1000 -  udfa06 Ref LL98
jan11 nh+     electr  n       h                      1.18E-07  -.50      .00   4 !     0     0 -  osu_03_2008
jan11 ch3+    electr  ch2     h                      1.40E-07  -.50      .00   4 !    10   300 -  2006FLO Ref 313 & 239 (for branching ratios)
jan11 ch3+    electr  ch      h2                     4.90E-08  -.50      .00   4 !    10   300 -  2006FLO Ref 313 & 239 (for branching ratios)
jan11 ch3+    electr  ch      h       h              5.60E-08  -.50      .00   4 !    10   300 -  2006FLO Ref 313 & 239 (for branching ratios)
jan11 ch3+    electr  c       h2      h              1.05E-07  -.50      .00   4 !    10   300 -  2006FLO Ref 313 & 239 (for branching ratios)
jan11 nh2+    electr  n       h       h              1.98E-07  -.40      .00   4 !    12   310 -  udfa06 -Ref VA99 -Err A
jan11 nh2+    electr  nh      h                      1.02E-07  -.40      .00   4 !    12   310 -  udfa06 -Ref VA99 -Err A
jan11 ch4+    electr  ch3     h                      1.75E-07  -.50      .00   4 !    10   300 -  total k (2006FLO Ref 313), branching ratio assumed (udfa06 Ref MI90)
jan11 ch4+    electr  ch2     h       h              1.75E-07  -.50      .00   4 !    10   300 -  total k (2006FLO Ref 313), branching ratio assumed (udfa06 Ref MI90)
jan11 oh+     electr  o       h                      6.30E-09  -.48      .00   4 !     0     0 -  osu_03_2008
jan11 nh3+    electr  nh      h       h              1.55E-07  -.50      .00   4 !    10   300 -  udfa06 Ref MI90
jan11 nh3+    electr  nh2     h                      1.55E-07  -.50      .00   4 !    10   300 -  udfa06 Ref MI90
jan11 ch5+    electr  ch3     h2                     1.40E-08  -.52      .00   4 !    10   300 -  udfa06 Ref SE98
jan11 ch5+    electr  ch4     h                      1.40E-08  -.52      .00   4 !    10   300 -  udfa06 Ref SE98
jan11 ch5+    electr  ch3     h       h              1.96E-07  -.52      .00   4 !    10   300 -  udfa06 Ref SE98
jan11 ch5+    electr  ch2     h2      h              4.76E-08  -.52      .00   4 !    10   300 -  udfa06 Ref SE98
jan11 ch5+    electr  ch      h2      h2             8.40E-09  -.52      .00   4 !    10   300 -  udfa06 Ref SE98
jan11 h2o+    electr  o       h       h              3.05E-07  -.50      .00   4 !    10  1000 -  udfa06 Ref RO00
jan11 h2o+    electr  o       h2                     3.90E-08  -.50      .00   4 !    10  1000 -  udfa06 Ref RO00
jan11 h2o+    electr  oh      h                      8.60E-08  -.50      .00   4 !    10  1000 -  udfa06 Ref RO00
jan11 nh4+    electr  nh2     h       h              3.19E-07  -.47      .00   4 !    12   620 -  udfa06 -Ref VA99 -Err A
jan11 nh4+    electr  nh2     h2                     1.52E-07  -.47      .00   4 !    12   620 -  udfa06 -Ref VA99 -Err A
jan11 nh4+    electr  nh3     h                      1.05E-06  -.47      .00   4 !    12   620 -  udfa06 -Ref VA99 -Err A
jan11 h3o+    electr  o       h2      h              5.59E-09  -.65      .00   4 !    10  1000 -  2000JEN
jan11 h3o+    electr  oh      h       h              2.58E-07  -.65      .00   4 !    10  1000 -  2000JEN
jan11 h3o+    electr  oh      h2                     6.02E-08  -.65      .00   4 !    10  1000 -  2000JEN
jan11 h3o+    electr  h2o     h                      1.08E-07  -.65      .00   4 !    10  1000 -  2000JEN
jan11 c2+     electr  c       c                      8.48E-08  -.50      .00   4 !    10   300 -  osu_03_2008
jan11 c2h+    electr  ch      c                      1.05E-07  -.76      .00   4 !    10   300 -  2006FLO Ref 316
jan11 c2h+    electr  c2      h                      1.16E-07  -.76      .00   4 !    10   300 -  2006FLO Ref 316
jan11 c2h+    electr  c       c       h              4.86E-08  -.76      .00   4 !    10   300 -  2006FLO Ref 316
jan11 cn+     electr  n       c                      3.38E-07  -.55      .00   4 !     0     0 -  osu_03_2008
jan11 c2h2+   electr  c2h     h                      1.35E-07  -.50      .00   4 !     0     0 -  2006FLO Ref 313 and 382 (branching ratios)
jan11 c2h2+   electr  c2      h2                     5.40E-09  -.50      .00   4 !     0     0 -  2006FLO Ref 313 and 382 (branching ratios)
jan11 c2h2+   electr  c2      h       h              8.10E-08  -.50      .00   4 !     0     0 -  2006FLO Ref 313 and 382 (branching ratios)
jan11 c2h2+   electr  ch2     c                      1.35E-08  -.50      .00   4 !     0     0 -  2006FLO Ref 313 and 382 (branching ratios)
jan11 c2h2+   electr  ch      ch                     3.51E-08  -.50      .00   4 !     0     0 -  2006FLO Ref 313 and 382 (branching ratios)
jc 15 hcn+    electr  cn      h                      3.90E-07 -1.00      .00   4 !   Sheehan et al. 1999
jc 15 hnc+    electr  cn      h                      3.90E-07 -1.00      .00   4 !   idem
jan11 c2h3+   electr  c2h2    h                      1.45E-07  -.84      .00   4 !    50  1000 -  udfa06 -Ref KA02 -Err A
jan11 c2h3+   electr  c2h     h2                     3.00E-08  -.84      .00   4 !    50  1000 -  udfa06 -Ref KA02 -Err A
jan11 c2h3+   electr  c2h     h       h              2.95E-07  -.84      .00   4 !    50  1000 -  udfa06 -Ref KA02 -Err A
jan11 c2h3+   electr  c2      h       h2             1.50E-08  -.84      .00   4 !    50  1000 -  udfa06 -Ref KA02 -Err A
jan11 c2h3+   electr  ch3     c                      3.00E-09  -.84      .00   4 !    50  1000 -  udfa06 -Ref KA02 -Err A
jan11 c2h3+   electr  ch2     ch                     1.50E-08  -.84      .00   4 !    50  1000 -  udfa06 -Ref KA02 -Err A
jan11 co+     electr  o       c                      2.75E-07  -.55      .00   4 !     0     0 -  osu_03_2008
jan11 n2+     electr  n       n                      1.80E-07  -.39      .00   4 !    10   300 -  2006FLO Ref 184
jan11 hcnh+   electr  cn      h       h              9.24E-08  -.65      .00   4 !    10   300 -  KIDA critical evaluation and udfa06 Ref SE01
jan11 hcnh+   electr  hcn     h                      9.38E-08  -.65      .00   4 !    10   300 -  KIDA critical evaluation and udfa06 Ref SE01
jan11 hcnh+   electr  hnc     h                      9.38E-08  -.65      .00   4 !    10   300 -  KIDA critical evaluation and udfa06 Ref SE01
jan11 h2nc+   electr  cn      h2                     1.80E-08  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 h2nc+   electr  hnc     h                      1.80E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 c2h4+   electr  c2h2    h       h              3.70E-07  -.76      .00   4 !    10  1000 -  KIDA critical evaluation and udfa06 Ref EH04
jan11 c2h4+   electr  c2h2    h2                     3.36E-08  -.76      .00   4 !    10  1000 -  KIDA critical evaluation and udfa06 Ref EH04
jan11 c2h4+   electr  c2h3    h                      6.16E-08  -.76      .00   4 !    10  1000 -  KIDA critical evaluation and udfa06 Ref EH04
jan11 c2h4+   electr  c2h     h2      h              5.60E-08  -.76      .00   4 !    10  1000 -  KIDA critical evaluation and udfa06 Ref EH04
jan11 c2h4+   electr  ch4     c                      5.60E-09  -.76      .00   4 !    10  1000 -  KIDA critical evaluation and udfa06 Ref EH04
jan11 c2h4+   electr  ch3     ch                     1.12E-08  -.76      .00   4 !    10  1000 -  KIDA critical evaluation and udfa06 Ref EH04
jan11 c2h4+   electr  ch2     ch2                    2.24E-08  -.76      .00   4 !    10  1000 -  KIDA critical evaluation and udfa06 Ref EH04
jan11 hco+    electr  co      h                      2.46E-07  -.69      .00   4 !     0     0 -  2006FLO Ref 285 and 373 (branching ratios of DCO+)
jan11 hco+    electr  c       oh                     1.68E-08  -.69      .00   4 !     0     0 -  2006FLO Ref 285 and 373 (branching ratios of DCO+)
jan11 hoc+    electr  co      h                      1.10E-07 -1.00      .00   4 !    10   300 -  udfa06 Ref
sep15 n2h+    electr  n2      h                      2.47E-07  -.84      .00   4 !    10  1000 -  KIDA (update september 2015)
sep15 n2h+    electr  nh      n                      1.30E-08  -.84      .00   4 !    10  1000 -  KIDA (update september 2015)
jan11 c2h5+   electr  c2h2    h2      h              8.12E-08  -.79      .00   4 !    10   300 -  2004GEP measured on c2d5+ (udfa06 Ref GH04)
jan11 c2h5+   electr  c2h4    h                      3.36E-08  -.79      .00   4 !    10   300 -  2004GEP measured on c2d5+ (udfa06 Ref GH04)
jan11 c2h5+   electr  c2h3    h       h              7.56E-08  -.79      .00   4 !    10   300 -  2004GEP measured on c2d5+ (udfa06 Ref GH04)
jan11 c2h5+   electr  ch3     ch2                    4.76E-08  -.79      .00   4 !    10   300 -  2004GEP measured on c2d5+ (udfa06 Ref GH04)
jan11 c2h5+   electr  c2h2    h       h       h      3.64E-08  -.79      .00   4 !    10   300 -  2004GEP measured on c2d5+ (udfa06 Ref GH04)
jan11 no+     electr  o       n                      4.00E-07  -.85      .00   4 !    10   300 -  2006FLO Ref 327
jan11 h2co+   electr  hco     h                      1.50E-07  -.70      .00   4 !    10   300 -  KIDA critical evaluation (estimate)
jan11 h2co+   electr  co      h       h              2.50E-07  -.70      .00   4 !    10   300 -  KIDA critical evaluation (estimate)
jan11 h2co+   electr  co      h2                     7.50E-08  -.70      .00   4 !    10   300 -  KIDA critical evaluation (estimate)
jan11 h2co+   electr  ch2     o                      2.50E-08  -.70      .00   4 !    10   300 -  KIDA critical evaluation (estimate)
jan11 hno+    electr  no      h                      3.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 h3co+   electr  co      h2      h              2.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 h3co+   electr  hco     h       h              2.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 h3co+   electr  h2co    h                      2.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 o2+     electr  o       o                      1.95E-07  -.70      .00   4 !    10   300 -  udfa06 Ref AA83
jan11 ch3oh+  electr  oh      ch3                    3.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 ch5o+   electr  ch3     h2o                    8.01E-08  -.59      .00   4 !    10   300 -  2006GEP
jan11 ch5o+   electr  ch3     oh      h              4.54E-07  -.59      .00   4 !    10   300 -  2006GEP
jan11 ch5o+   electr  ch2     h2o     h              1.87E-07  -.59      .00   4 !    10   300 -  2006GEP
jan11 ch5o+   electr  ch3oh   h                      2.67E-08  -.59      .00   4 !    10   300 -  2006GEP
jan11 ch5o+   electr  h2co    h2      h              8.90E-08  -.59      .00   4 !    10   300 -  2006GEP
jan11 sh+     electr  s       h                      2.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref - Prassad et Huntress 1980 (Note 2006 FLO gives the wrong value that corresponds to the recombination rate of H2S+)
sep15 h2s+    electr  sh      h                      2.40E-07  -.72      .00   4 !    10   300 -  Hellberg et al. 2005
sep15 h2s+    electr  s       h       h              2.40E-07  -.72      .00   4 !    10   300 -  Hellberg et al. 2005
jan11 h3s+    electr  sh      h       h              3.02E-07  -.50      .00   4 !    10   300 -  total k (2006FLO Ref 233), branching ratio (D3S+ 2008KAM)
jan11 h3s+    electr  h2s     h                      8.84E-08  -.50      .00   4 !    10   300 -  total k (2006FLO Ref 233), branching ratio (D3S+ 2008KAM)
jan11 h3s+    electr  sh      h2                     7.80E-08  -.50      .00   4 !    10   300 -  total k (2006FLO Ref 233), branching ratio (D3S+ 2008KAM)
jan11 h3s+    electr  s       h2      h              5.20E-08  -.50      .00   4 !    10   300 -  total k (2006FLO Ref 233), branching ratio (D3S+ 2008KAM)
jan11 c3+     electr  c2      c                      3.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 c2n+    electr  c2      n                      1.50E-07  -.50      .00   4 !    10   300 -  udfa06
jan11 c2n+    electr  cn      c                      1.50E-07  -.50      .00   4 !    10   300 -  udfa06
jan11 cnc+    electr  c2      n                      2.00E-08  -.60      .00   4 !    10   300 -  KIDA critical evaluation (estimate)
jan11 cnc+    electr  cn      c                      3.80E-07  -.60      .00   4 !    10   300 -  KIDA critical evaluation (estimate)
jan11 c2ho+   electr  c2h     o                      1.50E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 c2ho+   electr  co      c       h              1.50E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 c2ho+   electr  co      ch                     1.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 c2h3o+  electr  co      ch3                    3.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 co2+    electr  co      o                      4.20E-07  -.75      .00   4 !     0     0 -  osu_03_2008
jan11 cs+     electr  s       c                      2.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 hco2+   electr  co      oh                     3.20E-07  -.64      .00   4 !    10   300 -  udfa06 Ref GT04
jan11 hco2+   electr  co2     h                      6.00E-08  -.64      .00   4 !    10   300 -  udfa06 Ref GT04
jan11 hco2+   electr  co      o       h              8.10E-07  -.64      .00   4 !    10   300 -  udfa06 Ref GT04
jan11 hcs+    electr  ch      s                      7.86E-07  -.57      .00   4 !    10   300 -  2006FLO Ref 234
jan11 hcs+    electr  cs      h                      1.84E-07  -.57      .00   4 !    10   300 -  2006FLO Ref 234
jan11 h2cs+   electr  cs      h       h              3.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 h3cs+   electr  cs      h2      h              3.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 h3cs+   electr  h2cs    h                      3.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 c2s+    electr  s       c2                     1.50E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 c2s+    electr  cs      c                      1.50E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 c4+     electr  c2      c2                     1.20E-07  -.50      .00   4 !    10   300 -  udfa06 (branching ratio 0.4 from 2006HEB)
jan11 c4+     electr  c3      c                      1.80E-07  -.50      .00   4 !    10   300 -  udfa06 (branching ratio 0.6 from 2006HEB)
jan11 so+     electr  s       o                      2.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
cha13 c4h+    electr  h       c3      c              0.12E-06 -0.50     0.00   4 !
cha13 c4h+    electr  c2      c2h                    0.66E-07 -0.50     0.00   4 !
cha13 c4h+    electr  h       c4                     0.57E-07 -0.50     0.00   4 !
cha13 c4h+    electr  c       c-c3h                  0.57E-07 -0.50     0.00   4 !
cha13 c4h+    electr  ch      c3                     1.00e-30 -0.50     0.00   4 !
jan11 c4h+    electr  c3h     c                      8.40E-08  -.50      .00   4 !     0     0 -  total k(300K)=3E-7 cm3 s-1 assumed, branching ratios 2006FLO Ref 125
jan11 hso+    electr  so      h                      2.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 c4h2+   electr  c4h     h                      1.17E-07  -.50      .00   4 !    10   300 -  total k(300K)=3E-7 cm3 s-1 (udfa06 and osu_01_2009), branching ratios 2006FLO Ref 125
jan11 c4h2+   electr  c4      h2                     1.17E-07  -.50      .00   4 !    10   300 -  total k(300K)=3E-7 cm3 s-1 (udfa06 and osu_01_2009), branching ratios 2006FLO Ref 125
jan11 c4h2+   electr  c3h     ch                     6.00E-09  -.50      .00   4 !    10   300 -  total k(300K)=3E-7 cm3 s-1 (udfa06 and osu_01_2009), branching ratios 2006FLO Ref 125
jan11 c4h2+   electr  c-c3h2  c                      6.00E-09  -.50      .00   4 !    10   300 -  total k(300K)=3E-7 cm3 s-1 (udfa06 and osu_01_2009), branching ratios 2006FLO Ref 125
jan11 c4h2+   electr  c2h     c2h                    1.80E-08  -.50      .00   4 !    10   300 -  total k(300K)=3E-7 cm3 s-1 (udfa06 and osu_01_2009), branching ratios 2006FLO Ref 125
jan11 c4h2+   electr  c2      c2h2                   1.80E-08  -.50      .00   4 !    10   300 -  total k(300K)=3E-7 cm3 s-1 (udfa06 and osu_01_2009), branching ratios 2006FLO Ref 125
jan11 c4h2+   electr  c3      ch2                    1.80E-08  -.50      .00   4 !    10   300 -  total k(300K)=3E-7 cm3 s-1 (udfa06 and osu_01_2009), branching ratios 2006FLO Ref 125
jan11 ocs+    electr  s       co                     2.91E-07  -.62      .00   4 !    10   300 -  2006FLO Ref 234
jan11 ocs+    electr  cs      o                      4.90E-08  -.62      .00   4 !    10   300 -  2006FLO Ref 234
jan11 ocs+    electr  c       so                     1.05E-08  -.62      .00   4 !    10   300 -  2006FLO Ref 234
jan11 hocs+   electr  cs      oh                     2.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 hocs+   electr  ocs     h                      2.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 so2+    electr  so      o                      2.81E-07  -.52      .00   4 !    10   300 -  udfa06 Ref GB04
jan11 so2+    electr  s       o       o              1.79E-07  -.52      .00   4 !    10   300 -  udfa06 Ref GB04
jan11 hso2+   electr  so      o       h              1.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 hso2+   electr  so      oh                     1.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 hso2+   electr  so2     h                      2.00E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
jan11 c-c3h3+ electr  c-c3h2  h                      2.43E-07   .00      .00   4 !   172   489 -  2005MCL (branching ratios 2006FLO Ref 383 2004ANG)
jan11 c-c3h3+ electr  c-c3h   h2                     2.43E-07   .00      .00   4 !   172   489 -  2005MCL (branching ratios 2006FLO Ref 383 2004ANG)
jan11 c-c3h3+ electr  c3      h       h2             2.43E-07   .00      .00   4 !   172   489 -  2005MCL (branching ratios 2006FLO Ref 383 2004ANG)
jan11 c-c3h3+ electr  c2h     ch2                    2.40E-08   .00      .00   4 !   172   489 -  2005MCL (branching ratios 2006FLO Ref 383 2004ANG)
jan11 c-c3h3+ electr  c2      ch3                    2.40E-08   .00      .00   4 !   172   489 -  2005MCL (branching ratios 2006FLO Ref 383 2004ANG)
jan11 c-c3h3+ electr  c2h2    ch                     2.40E-08   .00      .00   4 !   172   489 -  2005MCL (branching ratios 2006FLO Ref 383 2004ANG)
jan11 c3h3+   electr  h2c3    h                      2.62E-08   .00      .00   4 !   172   489 -  2005MCL (branching ratios of c-c3h3+ + e-, 2004ANG: 90% for C3Hx although c3h3+ produced is probably cyclic)
jan11 c3h3+   electr  c3h     h2                     2.62E-08   .00      .00   4 !   172   489 -  2005MCL (branching ratios of c-c3h3+ + e-, 2004ANG: 90% for C3Hx although c3h3+ produced is probably cyclic)
