#---------1---------2---------3---------4---------5---------6---------7-------------------------8
116  n2h+      1 0200 0000 00000 000000  1   .000E+00  247.490  NOINCHIFOUND                   ! DHf: 1988LIA (298K)
117  cn+       0 1100 0000 00000 000000  1   .000E+00  428.599  NKCCODPFBDGPRJ-UHFFFAOYSA-N    ! DHf: 1998CHA
118  hcn+      1 1100 0000 00000 000000  1   .000E+00  346.080  JUQAVPCSDMFGHW-UHFFFAOYSA-N    ! DHf: 1988LIA
119  hnc+      1 1100 0000 00000 000000  1   .000E+00  336.281  FPNXIMPIFPRXOS-SQCLEUPLSA-N    ! DHf: 1988LIA (298K)
120  hcnh+     2 1100 0000 00000 000000  1   .000E+00  226.338  NOINCHIFOUND                   ! DHf: 1988LIA (298K)
121  h2nc+     2 1100 0000 00000 000000  1   .000E+00  265.057  NOINCHIFOUND                   ! DHf: 1988LIA (298K)
122  cnc+      0 2100 0000 00000 000000  1   .000E+00  387.189  NOINCHIFOUND                   ! DHf: 1988LIA (298K)
123  c2n+      0 2100 0000 00000 000000  1   .000E+00  409.895  NOINCHIFOUND                   ! DHf: 1988LIA (298K)
124  no+       0 0110 0000 00000 000000  1   .000E+00  235.180  KEJOCWOXCDWNID-UHFFFAOYSA-N    ! DHf: 1998CHA
125  hno+      1 0110 0000 00000 000000  1   .000E+00  256.788  NOINCHIFOUND                   ! DHf: 1988LIA
126  s+        0 0000 0000 00000 001000  1  1.860E-05  304.568  NKARKLBRYYSBBM-UHFFFAOYSA-N    ! DHf: 1998CHA
127  sh+       1 0000 0000 00000 001000  1   .000E+00  271.750  BHPXQWCWXAOXHB-UHFFFAOYSA-N    ! DHf: 1988LIA
128  h2s+      2 0000 0000 00000 001000  1   .000E+00  236.855  PZLIRJTVVIBARZ-UHFFFAOYSA-N    ! DHf: 1988LIA
129  h3s+      3 0000 0000 00000 001000  1   .000E+00  190.488  NOINCHIFOUND                   ! DHf: 1988LIA (298K)
130  cs+       0 1000 0000 00000 001000  1   .000E+00  324.092  ITHBHNXWPWSYRD-UHFFFAOYSA-N    ! DHf: 1988LIA
131  hcs+      1 1000 0000 00000 001000  1   .000E+00  243.308  NOINCHIFOUND                   ! DHf: 1988LIA
132  h2cs+     2 1000 0000 00000 001000  1   .000E+00  240.440  NOINCHIFOUND                   ! DHf: 1988LIA (298K)
133  h3cs+     3 1000 0000 00000 001000  1   .000E+00  207.935  NOINCHIFOUND                   ! DHf: 1988LIA ch2sh, most stable isomer
134  c2s+      0 2000 0000 00000 001000  1   .000E+00  373.685  NOINCHIFOUND                   ! DHf: from IP(C2S)
135  so+       0 0010 0000 00000 001000  1   .000E+00  239.173  CYYOEZLVUNBAAF-UHFFFAOYSA-N    ! DHf: 1988LIA
136  hso+      1 0010 0000 00000 001000  1   .000E+00  223.590  QAXUWPIODOTDRP-UHFFFAOYSA-N    ! DHf: 2010DEN (298K)
137  so2+      0 0020 0000 00000 001000  1   .000E+00  213.671  MBSJVKCGZVUJLB-UHFFFAOYSA-N    ! DHf: 1988LIA
138  hso2+     1 0020 0000 00000 001000  1   .000E+00  142.686  NOINCHIFOUND                   ! DHf: 1988LIA (298K)
139  ocs+      0 1010 0000 00000 001000  1   .000E+00  223.709  NOINCHIFOUND                   ! DHf: 1988LIA
140  hocs+     1 1010 0000 00000 001000  1   .000E+00  180.927  NOINCHIFOUND                   ! DHf: 1988LIA (298K)
152  fe+       0 0000 0000 00000 000001  1  1.500E-08  280.354  WZGNVVUXVXNNOX-UHFFFAOYSA-N    ! DHf: 1988LIA
888
